,Entity,superregion2,iso3,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total carbohydrates,Total protein,Saturated fat,Monounsaturated fatty acids,Total omega-6 fat,Seafood omega-3 fat,Plant omega-3 fat,Dietary fiber,Added sugars,Calcium,Dietary sodium,Iodine,Iron,Magnesium,Potassium,Selenium,Vitamin A w/ supplements,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B6,Vitamin B9 (Folate),Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Zinc,Total Milk,Year,Diabetes prevalence (% of population ages 20 to 79),Continent,ObesityRate,Population (2021),Gross National Income Per Capita (2021),Unit,Supply_ All food groups,Supply_ All food groups (excluding beverages),Supply_ Cereals and their products,"Supply_ Roots, tubers, plantains and their products","Supply_ Pulses, seeds and nuts and their products",Supply_ Milk and milk products,Supply_ Eggs and their products,"Supply_ Fish, shellfish and their products",Supply_ Meat and meat products,Supply_ Vegetables and their products,Supply_ Fruits and their products,Supply_ Fats and oils,Supply_ Sweets and sugars,Supply_ Spices and condiments,Supply_ Beverages,Supply_ Foods for particular nutritional uses,Supply_ Miscellaneous
139,Qatar,MENA,QAT,123.1307798,168.8576848,57.17985786,30.76071608,38.04263706,20.25256585,449.7016098,15.87708576,27.54783406,37.36939836,34.29298278,29.99442043,18.00755357,65.71589565,230.9891514,24.98643405,0.707899506,0.989195547,53.77855941,83.41716201,10.63578842,14.52785101,2.71773747,46.96522312,1118.768353,19.3341946,8.987838821,782.0197605,3559.971216,154.8182919,13.21081971,359.658567,3086.691817,170.0790131,1145.309747,1.381759541,1.739087567,24.24061417,1.709502263,390.0520837,4.273105897,139.6914315,0.150763281,11.43421393,9.603751776,117.4268944,2021,19.5,Asia,42.56,2688235,87134.13469,kcal/cap/d,3494,6928,1339,91,172,167,54,38,351,113,151,488,376,50,61,6,38
140,Romania,FSU,ROU,194.2392335,358.2324243,159.9569084,14.5176191,33.1271252,10.79697851,296.6777072,5.195561109,49.89156908,69.64949755,41.43621374,53.50700558,76.07913985,60.95581548,139.0169538,9.082823574,0.474082771,0.493059004,41.63183714,80.20833231,11.53922646,15.11285983,2.22550001,708.474946,297.7657515,21.57340087,6.613592649,1013.374694,3754.175453,108.0278744,12.40955726,237.4471504,2411.580132,105.1251934,1398.063323,1.601058315,1.60138222,21.15606029,1.68941383,345.9951802,3.406766886,104.0979563,2.286956253,17.47497521,8.093764884,154.0149565,2021,6.5,Europe,32.75,19328560,30027.29131,kcal/cap/d,3665,7109,1223,105,57,448,45,15,300,93,159,588,390,2,222,1,16
141,Russia,FSU,RUS,90.4122278,180.9278473,97.89567164,30.14877485,1.042146469,16.58200075,41.8265439,88.78006909,52.24384493,188.0404933,34.72014608,37.91263523,29.63634111,93.86966585,92.95997474,31.30239983,2.234790799,0.700592411,49.0703856,76.2381959,11.66929534,15.44359055,2.58185409,829.023553,654.9778341,22.31145777,14.81442639,747.0831246,2566.622843,115.6830014,12.29732982,251.3647032,2854.220673,25.17159172,1269.529147,1.087166493,1.437698473,27.18766619,1.95739264,224.943063,3.970409525,97.44767306,4.034245711,10.22563634,7.801355698,177.9934064,2021,5.6,Europe,23.98,145102755,0,kcal/cap/d,3408,6629,1201,151,49,300,58,44,349,69,98,534,364,5,186,0,0
142,Rwanda,SSA,RWA,122.552605,281.0754691,50.89322047,63.39520011,80.06450029,7.034240376,163.6637523,27.43822809,1.942703415,4.864600352,24.81310552,1.950742678,0.476249403,1.827092817,1165.600576,13.32247814,0.198782887,0.533793192,64.0101428,65.5375217,6.501126868,23.49159354,2.423826186,17.46829605,344.1471218,11.67722328,32.42536822,514.1871005,1834.754167,55.86449543,10.3845571,330.2231249,4460.620965,96.88590344,1803.111756,1.150225445,1.144672661,16.39775364,1.441145092,439.6206901,1.945752359,97.50550597,1.927036816,10.90917826,6.111710858,27.49890094,2021,6.5,Africa,4.59,13461888,2209.795202,kcal/cap/d,2268,4507,505,825,335,35,1,10,39,33,221,102,126,3,30,0,3
143,Saudi Arabia,MENA,SAU,146.5879704,146.953621,107.2473698,29.26761691,55.69341904,25.32468603,364.0828731,24.28348023,67.22812879,34.99705331,45.84739207,42.28838079,18.77825485,68.25582362,244.1163528,22.15368997,0.772147309,1.019009083,54.19311893,88.08885465,11.67096846,14.4955597,2.70672637,51.98805424,956.1151674,34.45279871,11.17601833,582.9361337,3109.822885,146.7874477,13.14773227,246.8795349,1625.542598,295.0244171,597.8391167,2.25766916,1.723454871,20.45920045,1.343378333,353.8462006,3.938604764,70.28400471,1.815901185,11.11443193,6.631588055,84.5326146,2021,18.7,Asia,40.08,35950396,46111.55135,kcal/cap/d,3250,6476,1404,64,80,147,31,22,222,59,260,522,365,24,23,9,17
144,Sudan,SSA,SDN,82.44298153,130.6466167,56.16280988,21.24306636,22.9237644,14.32706051,328.4724948,36.26359559,8.357411883,16.82467797,48.26321638,8.037523322,1.209182652,8.167697666,183.5006359,30.92006087,0.160128607,1.784506659,60.56084069,65.12915824,10.50617758,12.82276231,2.588664703,68.11137844,688.890247,46.23496916,3.586514223,505.1387861,2043.398663,95.51982111,9.578798889,318.4693923,2063.402799,95.9549408,1852.559868,0.99423273,1.407516127,14.93872942,1.35686793,218.9848284,2.162677049,78.90931992,0.314844479,10.90819518,8.171746565,82.92173363,2021,18.9,Africa,16.31,45657202,3575.19084,kcal/cap/d,2623,5245,1212,41,193,184,4,2,108,69,121,329,352,3,0,0,3
145,Senegal,SSA,SEN,52.38834378,73.14242988,31.92721335,36.43342073,18.24273246,7.481276559,205.8506812,70.72635438,21.76698137,8.054192728,44.11579111,2.523841635,0.901745135,12.46380609,528.2217907,12.88664674,0.567200616,0.57999102,60.73492382,51.97249116,9.19205449,13.03940552,2.777210738,464.4499376,1210.481336,41.92850295,21.38264027,428.5904103,1781.171554,91.0039466,12.66242837,278.4428083,1342.981927,97.32349015,1809.238083,0.9206367,1.072720781,12.71854639,1.436810593,178.2112052,2.21678232,88.97856319,2.465928955,10.13560553,6.935068711,17.22815987,2021,3.1,Africa,9.88,16876720,3344.311825,kcal/cap/d,2797,5586,1528,144,216,33,8,38,101,60,72,416,168,5,8,1,0
146,Singapore,Asia,SGP,134.1782002,152.1993318,11.87141425,24.41492837,15.55123568,2.594703521,538.8188077,8.067234513,16.1467652,47.13656952,50.21857387,33.09551811,1.027598681,10.23069504,107.7164665,9.38934254,1.184254918,0.607871497,59.0768668,82.25813819,12.01124165,8.078780661,2.652656254,93.36451482,1388.599959,20.15078164,15.13228679,424.7951095,3044.98246,129.0176489,11.93243416,199.9617796,2180.763975,118.1693222,754.5287967,1.029820742,1.256860072,14.57055229,1.209218328,261.7937373,3.410741642,62.63067089,0.453389605,17.64407194,9.168654707,49.0101514,2021,11.6,Asia,13.14,5941060,90918.64471,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,Solomon Islands,Asia,SLB,59.99944336,173.1532322,18.93946769,27.28061276,29.24560586,1.116790609,393.4871607,11.32418474,27.53359343,49.23674607,29.94370087,12.13636389,2.074594597,7.165077009,154.3267102,10.69675753,0.099072182,1.262507112,58.0413963,81.08526281,13.75766214,8.796601776,2.612438958,342.2686003,865.7675203,3.529643811,0.021353521,539.3841652,2619.817706,66.92882983,9.321026664,233.4888641,2451.146914,115.4197357,1136.002158,1.103811971,1.348949873,14.88808229,1.187494142,220.6194828,3.130509689,69.07656614,2.93680544,22.91271229,8.279964036,85.71548363,2021,19.8,Oceania,22.2,707851,2481.511362,kcal/cap/d,2349,4656,730,715,221,28,3,76,87,11,45,182,186,4,42,0,19
148,Sierra Leone,SSA,SLE,89.25413164,119.1110896,21.14828346,16.76925849,22.02021648,2.489617563,185.5495007,64.71574454,67.32888712,10.23060577,48.31398356,5.876685064,0.658997375,3.437561404,232.149489,5.193709563,0.378573987,0.472586484,60.0291303,69.53886595,11.75399921,10.41721438,2.659036813,327.5709225,844.6721317,21.61642915,5.187264299,535.0797193,2146.585138,95.46949553,15.05604709,281.4070597,2331.769714,105.023971,2680.25855,1.087343921,1.362529502,13.5114933,1.443015136,236.5532772,2.106786964,89.6085947,2.425758681,10.89906667,8.127395057,33.44924375,2021,2.1,Africa,6.95,8420641,1621.512579,kcal/cap/d,2338,4670,1164,547,130,12,6,58,53,38,36,219,55,6,6,1,7
149,El Salvador,LAC,SLV,123.9948448,128.3806646,49.05302133,72.65216604,35.721633,3.174672034,259.230264,23.70864023,49.19905654,49.42483974,10.45086802,20.56185593,12.22326424,18.46361662,342.3672704,27.55626516,0.829934186,0.537966913,59.48196332,76.07197587,7.860876448,10.96444524,2.613490119,47.44388302,752.8013343,11.8662971,16.58225172,682.2551517,2357.474406,145.8662967,12.0383479,259.2818193,1923.031605,115.1954096,955.6101222,1.241438137,1.230766792,15.71413852,1.096090038,388.2695123,3.179098672,84.14552968,2.886102635,5.975508066,6.865958386,95.70124515,2021,6.3,North America,30.31,6314167,8295.665889,kcal/cap/d,2791,5501,1174,99,204,220,31,15,185,58,91,237,369,2,81,5,19
150,Serbia,FSU,SRB,148.4257059,460.9160894,138.2941116,79.34150142,32.19892978,3.968809011,359.5186468,194.8471609,31.44821591,74.93909601,17.15187905,24.138326,23.47182396,75.33697345,37.98903207,36.63179704,1.416704281,0.700144074,49.83919729,99.35927039,14.32280041,11.23878038,2.56271027,86.30560471,663.7547497,35.72872148,2.44525801,1059.356971,2138.946998,99.41800002,11.75017684,248.7732922,3518.82814,23.81469647,647.3764401,1.249888283,1.899606923,32.59426096,1.54781371,214.143097,3.84020293,82.75996143,3.8330422,10.60136076,5.814332003,133.425102,2021,9.1,Europe,22,7296769,19123.02747,kcal/cap/d,3579,7004,1593,82,128,343,40,16,374,65,201,297,278,5,155,1,NULL
151,South Sudan,SSA,SSD,66.12898221,145.3602903,43.15988274,32.14409985,29.27718984,7.646455212,332.3305747,35.37352999,5.714272819,20.34027835,45.49659714,6.857914873,1.165022431,7.444517213,206.2918548,11.76589287,0.281936328,0.973672158,62.20993191,57.16038452,9.154338838,11.32868648,2.561225224,66.8447595,672.8254346,31.37925099,7.035357596,456.8788682,1954.115602,94.40698954,8.608428347,295.3175236,2346.667013,94.55031035,1905.749966,1.05168401,1.175577928,12.50682291,1.388810732,263.0642037,2.091799718,98.26749414,0.335873943,10.6996413,6.872599383,43.74689968,2021,6.5,Africa,8.19,10748272,767.787,kcal/cap/d,2415,4822,729,417,388,416,0,7,109,32,57,153,86,6,7,3,4
152,Sao Tome and Principe,SSA,STP,128.8873902,36.16087279,32.62229322,61.33908021,8.559175707,8.913678984,348.7208523,24.99853105,21.33172658,7.762080092,73.93816036,4.046951081,1.384462649,24.66422295,127.8840486,12.79282835,0.196350934,0.519512813,58.86824159,50.98573992,12.04349029,10.53423263,2.715984791,293.358763,652.3418653,32.40729994,2.821183055,534.0250838,2115.209436,81.0683787,8.782615019,275.1741288,2227.107181,112.238292,2618.400336,1.087167135,1.391082233,13.68315168,1.440955768,228.1511608,2.316226368,84.43046432,2.352936008,10.0871149,8.28840357,91.88194584,2021,5.5,Africa,15.87,0,4021.350815,kcal/cap/d,2464,4824,1035,408,49,38,3,47,125,24,69,322,216,3,105,2,20
153,Suriname,LAC,SUR,103.3437029,180.3068099,29.40040631,48.46748829,71.74219803,15.38748877,272.5418851,39.61794923,45.85868501,71.50855379,25.04453177,19.24278493,12.88438948,16.40353296,335.4962517,28.03963712,0.272470341,0.969412572,57.72146684,71.75906158,7.039640017,12.11303568,2.731894113,313.1777013,1213.553144,12.53208263,10.23720728,663.5084017,2284.26882,131.3234826,13.59594105,188.678327,1679.519496,117.1941254,986.4051954,1.102458226,1.193958289,20.58825144,1.297254935,213.8771055,3.286698031,78.08053961,2.355371378,12.22887969,5.684575785,90.05010993,2021,12.7,South America,28.33,612985,12672.20033,kcal/cap/d,2634,5105,989,86,65,68,23,35,262,37,63,342,455,4,164,11,30
154,Slovakia,FSU,SVK,80.34233996,101.6417269,74.56844555,2.578006613,4.609358759,3.383577665,61.30910598,52.37766178,57.47829116,33.58168264,8.842039415,9.819898602,15.31550617,42.00156526,135.3402509,22.45891518,2.103868837,0.428091055,48.19177495,63.00417226,13.20957072,11.92203159,2.581050312,277.3871446,723.9032818,28.78339699,30.10425287,647.3356514,2872.361913,119.4102533,14.0674437,244.3702095,2237.22402,26.33716571,1751.807072,1.061091375,1.360814729,22.5322242,1.792658257,201.3625586,3.843685442,106.4400605,3.965551881,11.06255512,5.924228266,92.84278126,2021,5.8,Europe,26.15,5447622,30690.48552,kcal/cap/d,2974,5743,654,92,52,205,33,18,271,50,78,868,438,5,205,4,0
155,Slovenia,FSU,SVN,76.58347701,115.0563785,114.7379345,107.0220729,19.05466997,9.00594899,155.237736,55.98314219,35.63450496,55.49629981,34.2635023,40.56318735,24.96940713,100.9946805,108.6665741,62.93816456,1.315599303,0.686762454,47.43639535,73.92350649,13.42480234,11.72497466,2.622384838,353.3596737,898.068701,20.93701257,8.894115277,610.4962331,2791.318605,102.3429196,14.76653911,240.8648551,2595.300035,25.19937969,1107.530693,1.113666125,1.530076041,21.37684542,1.675285425,232.0092692,3.874094568,68.68110839,4.543437735,10.04194175,8.049047098,168.6971626,2021,5.8,Europe,18.95,2119410,39746.01987,kcal/cap/d,3096,6036,974,90,76,306,33,24,263,74,134,453,477,5,157,0,31
156,Sweden,HIC,SWE,114.9668235,150.7500552,73.06202541,21.70113915,15.28680504,5.107944747,25.00307718,25.01824414,32.33010435,69.63747147,35.0881387,21.75322569,23.20116491,90.476,81.74513841,62.75748519,0.979425728,0.523688292,44.83468199,74.68664129,14.33926849,27.80828267,2.519994935,309.2222225,1697.640671,20.77090763,10.97002544,820.7105569,2851.464958,188.7203668,10.04713343,312.0321925,2992.760059,42.98653986,905.4857886,1.213470925,1.49446041,19.0130706,1.941519505,245.0276046,5.01264518,95.37212392,6.517315995,10.06204614,9.969638989,242.1286312,2021,5,Europe,15.17,10467097,54489.37401,kcal/cap/d,3269,6343,844,103,68,427,47,53,329,72,80,643,375,10,196,1,22
157,Eswatini,SSA,SWZ,92.66015175,167.0124388,46.61928821,29.64402568,10.97630054,6.947733191,422.3620109,0.052145885,3.1557363,20.38597542,1.973075817,2.562692528,0.492823371,12.07281352,294.2396379,19.93289104,0.288487788,0.505043919,61.59547492,38.65190385,7.505365677,10.48024175,2.541042496,8.355056652,697.2766018,43.77616039,24.70202918,374.2769532,1832.68848,92.64137833,14.59017112,275.0767762,1455.159745,84.31471813,1175.445169,1.078068036,1.08070971,9.579096803,1.203478101,161.4915299,2.24787657,79.72798091,0.33255254,10.42739737,5.578917838,47.23249665,2021,4.6,Africa,29.27,1192271,7678.591873,kcal/cap/d,2550,4948,1207,145,72,96,5,9,143,22,59,242,338,20,151,2,39
158,Seychelles,SSA,SYC,108.5006526,215.5249109,67.49119402,11.07669093,19.60244311,9.426352607,246.460768,38.64196388,13.04714168,18.7580878,174.7035297,9.765247624,2.158294262,11.37077659,270.6704493,7.453970094,0.265678443,1.594187023,58.54619154,66.08180148,9.510546097,11.7238762,2.614836506,73.45166747,705.6819917,23.71619896,5.213463061,474.7635188,1972.539852,105.5520996,9.486035885,306.2643602,2354.393105,94.76023697,1904.281594,1.132822813,1.230626939,13.81104634,1.514410254,272.4861549,2.359332848,98.2488501,0.317634213,11.13844697,7.598390009,48.82560522,2021,8.5,Africa,28.84,106471,25830.61775,kcal/cap/d,3190,6124,1152,59,182,128,30,105,314,79,102,254,406,16,255,5,103
159,Syria,MENA,SYR,101.6279203,129.6913123,83.56596181,36.45922607,37.92199816,19.471711,451.525472,14.15727585,17.17775094,37.48398981,32.64993179,29.53066778,17.51675409,58.93384392,143.4019636,21.82583563,0.643780076,0.981126568,51.78058588,66.21696735,13.91240755,9.751923381,2.763650804,81.76162196,1185.440387,33.67985325,12.05576082,737.9402366,3355.592652,138.9867434,15.82699641,275.9371798,3518.141472,159.0711957,1190.140948,1.365497318,1.897853711,16.82164552,1.491923863,339.1765338,3.454017164,99.25617145,0.139705113,11.53049441,12.07575758,125.2855938,2021,14.9,Asia,33.52,21324367,0,kcal/cap/d,2463,4909,1247,45,172,167,20,5,98,76,125,288,182,18,16,0,4
160,Chad,SSA,TCD,42.36324024,36.69334449,17.0557188,29.62778539,7.446049595,9.241616156,169.4447079,58.48801551,4.485322484,31.60373329,25.01415198,4.242802816,0.626886864,5.862520305,131.3566079,5.989075729,0.204772634,0.43759662,61.12502092,49.30162101,11.56852101,10.30066427,2.628924785,39.701577,959.4305544,15.01706345,1.957399546,527.8436701,2111.638707,56.25570041,17.55270992,277.387351,2341.291326,90.23056397,2538.155981,1.057357254,1.312551796,13.01527125,1.40688311,234.9221868,2.040474684,90.56704338,2.13353876,10.24483795,7.781058934,22.78342309,2021,5.8,Africa,6.39,17179740,1364.169417,kcal/cap/d,2204,4402,1152,113,316,48,1,18,275,5,13,155,101,0,6,0,1
161,Togo,SSA,TGO,54.76370986,148.4532698,32.56858036,24.26050287,13.67101882,9.329501576,166.6832118,61.65596668,22.76375063,13.22146021,53.92521434,5.550611469,0.757373617,3.293480526,902.1347989,5.996958986,0.524087761,0.545539551,59.67436659,67.13368843,11.76450341,10.33755594,2.663869636,169.6419329,851.378758,13.66427572,28.23368615,535.7707236,2146.748525,80.99319996,17.82853468,279.3666526,2325.685532,102.5671252,1757.438825,1.085805921,1.311650499,13.63807126,1.442655931,238.3879411,2.178150793,89.7114064,2.064741977,10.61995524,8.103880155,10.89841395,2021,2.1,Africa,11,8644829,2166.619062,kcal/cap/d,2533,5025,1264,526,160,10,6,19,46,23,9,281,127,5,42,0,15
162,Thailand,Asia,THA,97.15498098,175.6165522,8.710145629,19.98476344,41.93948255,1.31832524,416.5422213,18.0651572,11.53649539,38.10890437,45.83639612,31.48591777,1.694460076,5.843484383,203.5871787,6.924563337,1.163584866,0.88032449,59.12159413,45.88550632,10.82358212,11.23340633,2.501257557,303.6598923,702.0396695,7.823315366,23.53825125,414.4183427,4024.332069,111.7099364,10.77975727,190.068676,1378.067709,120.2071924,393.5881463,1.217557247,1.353476853,14.78580547,1.236345604,194.3745253,3.061964986,40.543373,4.271606838,13.8228673,2.947538313,66.9344656,2021,9.7,Asia,14.75,71601103,17030.15352,kcal/cap/d,2856,5550,1353,33,73,49,45,66,143,34,82,291,469,57,162,0,0
163,Tajikistan,FSU,TJK,90.68673674,53.82828338,113.5318184,54.51042415,58.23629141,5.07950039,181.1340357,46.38010488,79.21597587,50.97441807,6.607855795,18.98881279,3.921469256,52.18175462,162.2700239,16.98513086,0.439459337,0.448939347,53.16577294,69.13212861,8.463634158,21.1595341,2.584559555,9.176757105,695.275223,7.613014987,9.651500016,669.2639109,2412.825416,59.36563438,10.42446656,204.4527553,1600.860633,22.62915425,901.482379,0.854207869,1.056965175,26.6594249,2.005549612,152.1946944,3.482968304,117.7307566,2.390178783,11.97883827,3.531106036,70.7048246,2021,6.6,Asia,23.11,9750064,4547.742427,kcal/cap/d,2770,5533,1236,73,66,195,15,1,199,161,99,346,343,18,8,1,10
164,Turkmenistan,FSU,TKM,68.55083405,107.0681887,117.5337277,28.47450089,32.84155934,0.810009411,153.441533,112.8998149,69.41167375,85.99912616,11.88781843,19.63570486,48.96336349,59.77602882,21.62382181,38.47354705,0.486685939,0.431752937,50.02783274,76.06767914,12.01196925,14.35703069,2.562345886,106.3027413,510.8804237,13.64441061,0.024664717,737.3914819,2734.1097,86.34335128,12.467727,274.4310023,2837.834943,27.96313272,880.5220661,1.148049196,1.390556781,21.82593651,1.826761955,243.223167,3.647665984,99.47831871,3.406813507,14.36728495,8.880151269,114.2559884,2021,6.7,Asia,20.98,6341855,13020.7155,kcal/cap/d,2847,5667,1364,101,39,255,42,6,327,65,109,290,216,0,28,0,6
165,East Timor,Asia,TLS,52.02969526,140.7773644,43.65270334,28.12093728,8.650664301,1.570628936,229.7818588,18.978666,30.75802238,20.13568832,25.49340335,12.00835663,2.009532142,1.918289227,712.9033735,13.50211376,1.565096992,0.580941559,58.62655175,87.73794383,13.68102739,8.638250709,2.614974327,90.25098151,1007.772315,8.118683436,30.0343625,530.9757022,2639.086833,73.64027278,18.60588015,235.6795901,2452.136238,108.8269827,453.2385318,1.105813177,1.338782732,14.94556307,1.201633878,221.5777492,3.241296575,68.44044588,2.199421765,17.94256235,8.349869224,45.20480241,2021,8.6,Asia,2.18,0,0,kcal/cap/d,2236,4439,1314,83,102,24,10,13,124,26,24,279,177,2,33,0,25
166,Tonga,Asia,TON,130.4153859,139.4233857,17.15865172,21.30323617,39.19430791,3.288583284,563.4880215,11.88520738,15.45827624,35.17901877,50.58448173,25.15708194,2.388285477,8.028157999,260.0836584,9.392535137,0.250810444,0.722647452,58.1163879,71.35985695,14.54139149,9.116366406,2.592115894,553.1756343,1011.225382,8.684240989,13.5641353,534.8531304,2689.0595,90.53583524,9.104542589,233.495543,2487.237949,112.4859594,1093.445816,1.124642858,1.327158663,15.10120041,1.232102453,224.7241869,3.451506917,70.85568481,0.365198769,20.8688391,7.94070477,70.86137371,2021,15,Oceania,70.8,106017,6822.03125,kcal/cap/d,2859,5594,695,135,114,165,40,86,413,47,74,455,418,4,124,13,76
167,Trinidad and Tobago,LAC,TTO,68.48404832,86.46984246,47.16271631,30.85803117,37.61375418,9.454368353,103.2941241,27.99610647,40.48828364,65.91536134,25.32368228,14.58233343,6.199555778,19.81239263,403.2143024,27.63708977,0.240489643,0.47685254,56.99776899,34.69162834,9.220900741,8.499205846,2.639342278,22.17805101,885.2563286,8.463955351,17.97675003,248.9815348,1782.055623,122.8918595,12.23113935,90.89710378,1320.294181,111.8679303,755.3921155,1.059939145,1.092037722,11.85810924,0.732219975,309.9455278,3.298333097,37.25545926,3.021135143,11.67798076,4.17337244,112.8604077,2021,12.7,North America,27.67,1525663,23392.02084,kcal/cap/d,2938,5767,1117,83,138,157,13,33,247,36,70,484,425,14,109,13,0
168,Tunisia,MENA,TUN,63.95756313,198.0427046,90.34289121,41.47221687,15.17909868,6.518782628,186.667754,1.508749238,0.920288868,38.28011427,38.29268821,30.86779931,2.466832547,48.9126804,280.919179,23.45763867,0.605348933,0.724012602,49.09211072,73.43262989,10.23429079,14.04740586,3.049976023,5.882799446,1189.510574,40.05840709,12.90785661,469.3448645,2475.792127,308.4904543,12.34872897,250.8301487,2537.993222,146.437197,520.9822115,1.124603163,1.516078877,17.11185207,1.028933673,263.2911373,5.212291199,73.36741899,0.647653102,8.999110805,5.999721179,181.1060392,2021,9.6,Africa,26.34,12262946,10257.54477,kcal/cap/d,3474,6904,1558,51,164,204,25,26,127,160,219,495,373,26,44,1,0
169,Turkey,MENA,TUR,79.76852796,112.8982418,26.43522368,35.9524174,31.30730457,11.124218,161.8777839,2.599167905,4.769978348,50.96077846,6.17644661,16.43344094,31.55532753,112.2750609,112.9930859,27.84511457,0.179263926,0.75578429,50.67887034,66.13881261,11.26308098,12.43068039,2.839999441,61.46208026,1485.66233,22.74666145,6.451076185,607.3241319,2651.278005,65.75956453,9.15495384,249.8366796,1808.825823,163.1045513,2063.902177,0.913649105,1.259380672,11.0768861,1.297152225,417.1209574,2.166708746,58.40816742,1.573625284,6.437048585,6.122187862,176.3771093,2021,14.5,Asia,32.95,84775404,31032.80106,kcal/cap/d,3826,7612,1433,83,243,432,34,10,210,146,220,632,294,49,39,2,NULL
170,Taiwan,Asia,TWN,139.6232528,281.0334349,17.11429828,25.15035678,6.319693701,2.710013426,346.525874,16.97163753,18.19388787,72.26559754,28.9427629,32.86930509,1.702362578,10.15265448,188.6819409,7.650742545,3.213235435,0.743966107,59.41151944,82.49832659,10.88311777,8.912339587,2.842914636,626.9072089,1063.501933,22.57219405,12.48020493,684.4553417,3423.577253,127.2614674,9.191843157,279.0034355,3478.000429,117.8722619,926.4180644,1.167533108,1.410201218,19.24982439,1.581737112,355.9159083,3.473429478,88.71291041,5.194562263,9.219714522,12.27422313,46.70391912,NA,NA,NA,NA,0,0,kcal/cap/d,2962,5834,850,31,176,87,57,46,427,99,122,674,293,9,89,3,0
171,Tanzania,SSA,TZA,65.78399331,169.2699613,28.52079064,25.91463024,33.93556067,16.39417746,348.8224838,135.374648,3.840558003,27.8910717,26.56895215,3.869990277,0.645918,4.219473138,213.1757928,13.44005491,0.041730046,0.595530705,60.93081391,42.95658303,10.68068586,9.420298461,2.626341686,64.86490472,826.7137591,15.12466732,4.845830457,465.1307231,2357.170813,71.60821839,10.35850772,350.0540495,2478.871647,95.78432172,2078.724085,1.084988816,1.22270224,10.27810785,1.445550696,291.7643845,2.121268417,107.4603799,2.967841962,10.6018623,7.159303076,41.21095268,2021,12.3,Africa,11.95,63588334,2664.329096,kcal/cap/d,2381,4705,991,377,253,79,8,15,67,26,95,292,118,1,57,0,1
172,Uganda,SSA,UGA,55.5946998,110.6675133,3.084099537,26.789123,45.19629942,7.746969006,221.0865557,27.31734338,5.156429231,11.47919411,11.60954167,4.095656482,0.450284189,2.183414789,290.0662997,11.92125273,0.595021315,0.471979555,61.11129908,55.63543106,11.58240195,10.26955531,2.629110553,110.6880541,876.1147599,15.89706955,10.9913232,527.9924296,1534.374922,76.47108414,13.78649127,277.1972812,2342.556865,95.99430396,2067.930867,1.058397538,1.299661767,13.01757547,1.407649969,235.4574587,2.057876155,90.46333698,3.111003274,10.31260942,7.788188498,57.78233963,2021,4.6,Africa,7.38,45853778,2181.43651,kcal/cap/d,2128,4182,645,637,209,60,3,32,57,24,2,264,119,1,74,0,1
173,Ukraine,FSU,UKR,94.1373979,183.3563951,180.464164,37.57082435,8.863267622,12.83688775,128.4111137,67.04741546,52.20757521,39.04220131,31.5612991,31.03223523,28.70287321,84.1286939,54.25112185,34.8686961,1.058406705,0.655519939,49.40639093,61.88770391,11.09075791,15.61616636,2.595839306,733.0145486,740.8254659,21.84573387,10.8422696,625.698406,2810.32853,111.327108,12.42789309,241.4463031,3109.271022,25.78323573,1061.703339,1.096322291,1.402116971,25.12462589,1.915630165,239.4943775,3.890911919,113.6105125,3.803515885,10.57710947,7.305080716,126.4993146,2021,5.6,Europe,23.43,43531422,13255.50977,kcal/cap/d,2938,5735,1002,229,43,274,60,24,225,128,86,376,348,2,142,1,0
174,Uruguay,LAC,URY,96.98146899,162.672011,27.47815924,49.18133493,44.96208501,25.51516722,268.2709779,37.92093655,51.20134267,74.27177391,23.85893937,32.98898813,11.51037879,24.74692247,399.6962027,35.14307196,0.402469683,0.784072249,55.38928868,90.20954226,11.00849084,11.65291988,2.610930252,66.70055937,674.3392229,35.40316464,16.03075333,899.7031696,2830.910109,168.3388205,14.88722428,241.0860029,2252.851137,112.4040418,962.6766455,1.339156159,1.580880403,18.64671109,1.307868146,323.0351101,3.565219678,89.48380954,4.060346156,5.420550505,13.31042247,165.9237993,2021,9,South America,32.44,3426260,21268.88122,kcal/cap/d,3283,6428,1033,114,61,375,47,17,295,50,107,485,542,2,138,1,16
